respondent_id,language_worked_with_id,momento
27084,38,0-2 years
27084,5,0-2 years
27084,30,0-2 years
27084,22,0-2 years
27084,19,0-2 years
27084,4,0-2 years
24925,0,15-17 years
24925,5,15-17 years
24925,30,15-17 years
24925,35,15-17 years
24925,22,15-17 years
24925,19,15-17 years
55085,31,27-29 years
55085,5,27-29 years
55085,34,27-29 years
64956,0,3-5 years
64956,5,3-5 years
64956,28,3-5 years
64956,30,3-5 years
64956,22,3-5 years
64956,19,3-5 years
64956,4,3-5 years
40435,37,3-5 years
40435,15,3-5 years
40435,38,3-5 years
40435,5,3-5 years
40435,34,3-5 years
40435,18,3-5 years
39898,38,3-5 years
39898,5,3-5 years
39898,34,3-5 years
39898,30,3-5 years
39898,29,3-5 years
39898,22,3-5 years
39898,19,3-5 years
54063,12,12-14 years
54063,38,12-14 years
54063,5,12-14 years
54063,18,12-14 years
54063,22,12-14 years
54063,19,12-14 years
54063,4,12-14 years
71343,10,3-5 years
71343,5,3-5 years
71343,28,3-5 years
71343,22,3-5 years
71343,19,3-5 years
69731,5,3-5 years
69731,28,3-5 years
69731,30,3-5 years
7224,15,6-8 years
7224,0,6-8 years
52012,12,15-17 years
52012,38,15-17 years
52012,5,15-17 years
52012,22,15-17 years
63414,37,12-14 years
63414,15,12-14 years
63414,10,12-14 years
63414,0,12-14 years
63414,36,12-14 years
63414,27,12-14 years
63414,31,12-14 years
63414,12,12-14 years
63414,20,12-14 years
63414,38,12-14 years
63414,5,12-14 years
63414,32,12-14 years
63414,16,12-14 years
63414,7,12-14 years
63414,28,12-14 years
63414,34,12-14 years
63414,33,12-14 years
63414,3,12-14 years
63414,26,12-14 years
63414,30,12-14 years
63414,17,12-14 years
63414,18,12-14 years
63414,2,12-14 years
63414,35,12-14 years
63414,21,12-14 years
63414,29,12-14 years
63414,6,12-14 years
63414,22,12-14 years
63414,19,12-14 years
63414,4,12-14 years
80464,37,3-5 years
80464,15,3-5 years
80464,10,3-5 years
80464,0,3-5 years
80464,12,3-5 years
80464,38,3-5 years
80464,5,3-5 years
80464,9,3-5 years
80464,7,3-5 years
80464,28,3-5 years
80464,23,3-5 years
80464,30,3-5 years
80464,22,3-5 years
80464,19,3-5 years
80464,4,3-5 years
51836,0,30 or more years
51836,5,30 or more years
51836,30,30 or more years
51836,22,30 or more years
51836,19,30 or more years
2763,28,12-14 years
2763,23,12-14 years
2763,30,12-14 years
2763,2,12-14 years
2763,35,12-14 years
2763,21,12-14 years
2763,22,12-14 years
87916,0,3-5 years
87916,5,3-5 years
87916,30,3-5 years
87916,22,3-5 years
87916,19,3-5 years
67497,30,0-2 years
2607,5,12-14 years
2607,28,12-14 years
2607,34,12-14 years
2607,30,12-14 years
2607,18,12-14 years
2607,22,12-14 years
2607,19,12-14 years
14017,24,3-5 years
23274,15,12-14 years
23274,10,12-14 years
23274,0,12-14 years
23274,38,12-14 years
23274,5,12-14 years
23274,28,12-14 years
23274,30,12-14 years
23274,22,12-14 years
23274,19,12-14 years
89202,0,18-20 years
89202,5,18-20 years
89202,30,18-20 years
89202,35,18-20 years
89202,22,18-20 years
89202,19,18-20 years
89202,4,18-20 years
50974,0,24-26 years
50974,38,24-26 years
50974,5,24-26 years
50974,30,24-26 years
50974,22,24-26 years
50974,19,24-26 years
50974,4,24-26 years
58816,38,3-5 years
58816,5,3-5 years
58816,30,3-5 years
58816,18,3-5 years
58816,22,3-5 years
58816,19,3-5 years
69538,5,3-5 years
69538,28,3-5 years
69538,34,3-5 years
69538,22,3-5 years
69538,19,3-5 years
14899,5,0-2 years
14899,22,0-2 years
36296,10,15-17 years
36296,0,15-17 years
36296,34,15-17 years
36296,30,15-17 years
36296,4,15-17 years
94512,15,30 or more years
94512,10,30 or more years
94512,5,30 or more years
94512,22,30 or more years
94512,19,30 or more years
81372,24,6-8 years
82126,24,0-2 years
99315,38,27-29 years
99315,5,27-29 years
99315,30,27-29 years
99315,22,27-29 years
99315,19,27-29 years
101418,5,12-14 years
101418,34,12-14 years
76622,20,0-2 years
76622,23,0-2 years
76622,22,0-2 years
76622,19,0-2 years
76622,4,0-2 years
95261,24,
57072,0,18-20 years
57072,31,18-20 years
57072,5,18-20 years
57072,16,18-20 years
57072,28,18-20 years
57072,33,18-20 years
57072,30,18-20 years
57072,18,18-20 years
57072,22,18-20 years
57072,19,18-20 years
689,15,18-20 years
689,10,18-20 years
689,0,18-20 years
689,38,18-20 years
689,5,18-20 years
689,28,18-20 years
689,34,18-20 years
689,30,18-20 years
689,2,18-20 years
689,35,18-20 years
689,21,18-20 years
689,6,18-20 years
689,22,18-20 years
689,19,18-20 years
689,4,18-20 years
13862,24,3-5 years
53359,38,18-20 years
53359,5,18-20 years
53359,16,18-20 years
53359,28,18-20 years
53359,33,18-20 years
53359,30,18-20 years
53359,17,18-20 years
53359,18,18-20 years
53359,29,18-20 years
53359,22,18-20 years
53359,19,18-20 years
53359,4,18-20 years
70880,0,27-29 years
70880,5,27-29 years
70880,32,27-29 years
70880,22,27-29 years
70880,19,27-29 years
86943,0,3-5 years
86943,5,3-5 years
86943,28,3-5 years
86943,22,3-5 years
86943,19,3-5 years
88900,5,6-8 years
88900,34,6-8 years
88900,30,6-8 years
88900,22,6-8 years
88900,19,6-8 years
88900,4,6-8 years
62951,5,6-8 years
62951,28,6-8 years
62951,22,6-8 years
62951,19,6-8 years
62951,4,6-8 years
72492,24,
45441,36,6-8 years
45441,8,6-8 years
45441,38,6-8 years
45441,5,6-8 years
45441,34,6-8 years
45441,30,6-8 years
45441,18,6-8 years
45441,22,6-8 years
45441,19,6-8 years
45441,4,6-8 years
4248,38,21-23 years
4248,5,21-23 years
4248,26,21-23 years
4248,30,21-23 years
4248,22,21-23 years
4248,19,21-23 years
4248,4,21-23 years
11880,15,0-2 years
11880,10,0-2 years
6722,15,6-8 years
6722,10,6-8 years
6722,0,6-8 years
6722,5,6-8 years
6722,28,6-8 years
6722,34,6-8 years
6722,30,6-8 years
6722,2,6-8 years
6722,35,6-8 years
6722,6,6-8 years
6722,22,6-8 years
6722,19,6-8 years
77279,24,
82421,5,18-20 years
82421,28,18-20 years
82421,33,18-20 years
82421,30,18-20 years
82421,22,18-20 years
82421,19,18-20 years
82421,4,18-20 years
38268,24,0-2 years
47148,5,6-8 years
47148,16,6-8 years
47148,28,6-8 years
47148,17,6-8 years
47148,22,6-8 years
47148,19,6-8 years
19377,12,18-20 years
19377,38,18-20 years
19377,5,18-20 years
19377,26,18-20 years
19377,30,18-20 years
19377,18,18-20 years
19377,22,18-20 years
19377,19,18-20 years
19377,4,18-20 years
13694,15,3-5 years
13694,22,3-5 years
13694,19,3-5 years
41306,38,6-8 years
41306,16,6-8 years
41306,17,6-8 years
14857,38,6-8 years
14857,5,6-8 years
14857,23,6-8 years
14857,30,6-8 years
14857,22,6-8 years
14857,19,6-8 years
67976,5,9-11 years
67976,28,9-11 years
67976,34,9-11 years
67976,22,9-11 years
67976,19,9-11 years
67976,4,9-11 years
34321,15,9-11 years
34321,10,9-11 years
34321,20,9-11 years
34321,5,9-11 years
34321,22,9-11 years
34321,19,9-11 years
8317,36,6-8 years
8317,8,6-8 years
8317,38,6-8 years
8317,9,6-8 years
8317,28,6-8 years
8317,34,6-8 years
8317,33,6-8 years
8317,30,6-8 years
8317,22,6-8 years
8317,19,6-8 years
13106,24,
13420,5,3-5 years
13420,30,3-5 years
13420,2,3-5 years
13420,35,3-5 years
13420,22,3-5 years
13420,19,3-5 years
74571,31,30 or more years
74571,5,30 or more years
74571,9,30 or more years
74571,34,30 or more years
74571,30,30 or more years
74571,22,30 or more years
74571,19,30 or more years
74571,4,30 or more years
16681,0,3-5 years
16681,5,3-5 years
16681,9,3-5 years
16681,30,3-5 years
16681,22,3-5 years
16681,19,3-5 years
30896,15,3-5 years
30896,10,3-5 years
30896,5,3-5 years
30896,16,3-5 years
30896,34,3-5 years
30896,30,3-5 years
30896,17,3-5 years
30896,22,3-5 years
30896,19,3-5 years
30896,4,3-5 years
36302,24,
88471,38,3-5 years
88471,5,3-5 years
88471,34,3-5 years
88471,30,3-5 years
88471,22,3-5 years
88471,19,3-5 years
88471,4,3-5 years
63139,24,6-8 years
28330,15,0-2 years
28330,5,0-2 years
28330,30,0-2 years
11126,5,3-5 years
11126,34,3-5 years
11126,18,3-5 years
11126,22,3-5 years
11126,19,3-5 years
11126,4,3-5 years
67478,12,6-8 years
67478,38,6-8 years
67478,34,6-8 years
67478,33,6-8 years
67478,3,6-8 years
67478,4,6-8 years
83644,0,9-11 years
83644,8,9-11 years
83644,11,9-11 years
83644,30,9-11 years
83644,4,9-11 years
92801,5,0-2 years
92801,33,0-2 years
92801,30,0-2 years
92801,22,0-2 years
92801,19,0-2 years
92801,4,0-2 years
24809,15,12-14 years
24809,10,12-14 years
24809,38,12-14 years
24809,5,12-14 years
24809,9,12-14 years
24809,28,12-14 years
24809,30,12-14 years
24809,22,12-14 years
24809,19,12-14 years
61833,28,3-5 years
61833,30,3-5 years
61833,22,3-5 years
61833,19,3-5 years
86674,15,3-5 years
86674,10,3-5 years
86674,34,3-5 years
91602,15,27-29 years
91602,10,27-29 years
91602,5,27-29 years
91602,7,27-29 years
91602,28,27-29 years
91602,34,27-29 years
91602,4,27-29 years
67331,24,6-8 years
51977,0,9-11 years
51977,5,9-11 years
51977,30,9-11 years
51977,18,9-11 years
51977,22,9-11 years
51977,19,9-11 years
86969,15,9-11 years
86969,5,9-11 years
86969,28,9-11 years
86969,6,9-11 years
86969,22,9-11 years
86969,19,9-11 years
57301,15,6-8 years
57301,10,6-8 years
57301,5,6-8 years
57301,28,6-8 years
57301,30,6-8 years
57301,22,6-8 years
57301,19,6-8 years
48133,20,3-5 years
48133,13,3-5 years
48133,34,3-5 years
48133,26,3-5 years
48133,4,3-5 years
99568,24,
68957,17,0-2 years
78083,15,12-14 years
78083,10,12-14 years
78083,0,12-14 years
78083,38,12-14 years
78083,5,12-14 years
78083,16,12-14 years
78083,28,12-14 years
78083,34,12-14 years
78083,30,12-14 years
78083,17,12-14 years
78083,35,12-14 years
78083,21,12-14 years
78083,22,12-14 years
78083,19,12-14 years
60977,38,6-8 years
60977,16,6-8 years
60977,17,6-8 years
31577,0,12-14 years
31577,5,12-14 years
31577,34,12-14 years
31577,30,12-14 years
31577,18,12-14 years
31577,35,12-14 years
31577,22,12-14 years
31577,19,12-14 years
31577,4,12-14 years
52782,24,3-5 years
18318,15,9-11 years
18318,10,9-11 years
18318,31,9-11 years
18318,5,9-11 years
18318,9,9-11 years
18318,34,9-11 years
18318,30,9-11 years
18318,22,9-11 years
18318,19,9-11 years
18318,4,9-11 years
56160,15,3-5 years
56160,38,3-5 years
56160,5,3-5 years
56160,34,3-5 years
56160,23,3-5 years
56160,30,3-5 years
56160,22,3-5 years
56160,19,3-5 years
56160,4,3-5 years
69487,5,9-11 years
69487,28,9-11 years
69487,33,9-11 years
69487,22,9-11 years
69487,4,9-11 years
84389,10,6-8 years
84389,5,6-8 years
84389,28,6-8 years
84389,34,6-8 years
84389,23,6-8 years
84389,33,6-8 years
84389,3,6-8 years
84389,17,6-8 years
84389,22,6-8 years
84389,19,6-8 years
38012,35,6-8 years
38012,22,6-8 years
38012,19,6-8 years
87211,0,6-8 years
87211,5,6-8 years
87211,28,6-8 years
87211,30,6-8 years
87211,35,6-8 years
87211,22,6-8 years
87211,19,6-8 years
82579,5,3-5 years
82579,30,3-5 years
82579,22,3-5 years
82579,19,3-5 years
82579,4,3-5 years
86039,38,6-8 years
86039,28,6-8 years
86039,30,6-8 years
86039,4,6-8 years
93162,5,12-14 years
93162,34,12-14 years
46352,5,0-2 years
46352,30,0-2 years
46352,22,0-2 years
46352,19,0-2 years
14903,38,3-5 years
14903,5,3-5 years
14903,28,3-5 years
14903,30,3-5 years
14903,18,3-5 years
14903,22,3-5 years
14903,19,3-5 years
18319,0,3-5 years
18319,5,3-5 years
18319,30,3-5 years
18319,22,3-5 years
60088,5,9-11 years
60088,28,9-11 years
60088,30,9-11 years
60088,22,9-11 years
60088,19,9-11 years
60088,4,9-11 years
39114,24,6-8 years
54809,0,3-5 years
54809,5,3-5 years
54809,32,3-5 years
54809,30,3-5 years
54809,22,3-5 years
54809,19,3-5 years
6747,31,9-11 years
6747,5,9-11 years
6747,7,9-11 years
6747,34,9-11 years
6747,30,9-11 years
6747,18,9-11 years
6747,22,9-11 years
6747,19,9-11 years
6747,4,9-11 years
67596,10,3-5 years
67596,0,3-5 years
67596,5,3-5 years
59877,37,6-8 years
59877,15,6-8 years
59877,10,6-8 years
59877,38,6-8 years
59877,5,6-8 years
59877,7,6-8 years
59877,28,6-8 years
59877,33,6-8 years
59877,30,6-8 years
59877,22,6-8 years
59877,19,6-8 years
59877,4,6-8 years
6397,24,6-8 years
26840,9,0-2 years
26840,34,0-2 years
26840,17,0-2 years
32008,5,12-14 years
32008,28,12-14 years
32008,30,12-14 years
32008,6,12-14 years
32008,22,12-14 years
32008,19,12-14 years
32008,4,12-14 years
1006,38,3-5 years
1006,5,3-5 years
42996,38,0-2 years
42996,34,0-2 years
51127,5,12-14 years
51127,28,12-14 years
51127,30,12-14 years
51127,22,12-14 years
51127,19,12-14 years
6361,0,18-20 years
6361,5,18-20 years
6361,18,18-20 years
6361,22,18-20 years
6361,19,18-20 years
52417,5,9-11 years
52417,7,9-11 years
52417,28,9-11 years
52417,34,9-11 years
52417,30,9-11 years
52417,22,9-11 years
52417,19,9-11 years
52417,4,9-11 years
13456,15,24-26 years
13456,10,24-26 years
13456,23,24-26 years
13456,30,24-26 years
13456,4,24-26 years
66325,24,6-8 years
60201,15,6-8 years
60201,31,6-8 years
60201,5,6-8 years
60201,28,6-8 years
60201,34,6-8 years
60201,33,6-8 years
60201,30,6-8 years
60201,18,6-8 years
60201,22,6-8 years
60201,19,6-8 years
60201,4,6-8 years
33316,8,9-11 years
33316,38,9-11 years
33316,34,9-11 years
33316,30,9-11 years
48180,8,9-11 years
48180,38,9-11 years
48180,5,9-11 years
48180,28,9-11 years
48180,34,9-11 years
48180,17,9-11 years
48180,18,9-11 years
48180,22,9-11 years
48180,19,9-11 years
48180,4,9-11 years
73713,24,6-8 years
1549,34,6-8 years
1549,4,6-8 years
45593,0,21-23 years
45593,5,21-23 years
45593,34,21-23 years
45593,23,21-23 years
45593,30,21-23 years
45593,22,21-23 years
45593,19,21-23 years
75076,5,12-14 years
75076,33,12-14 years
75076,30,12-14 years
54927,5,6-8 years
54927,18,6-8 years
54927,22,6-8 years
54927,19,6-8 years
39525,0,9-11 years
39525,38,9-11 years
39525,5,9-11 years
39525,22,9-11 years
39525,19,9-11 years
3337,0,30 or more years
3337,30,30 or more years
3337,6,30 or more years
3337,22,30 or more years
3337,19,30 or more years
22781,0,6-8 years
22781,5,6-8 years
22781,30,6-8 years
22781,18,6-8 years
22781,35,6-8 years
22781,22,6-8 years
22781,19,6-8 years
22781,4,6-8 years
84307,38,6-8 years
84307,5,6-8 years
84307,28,6-8 years
84307,30,6-8 years
84307,22,6-8 years
84307,19,6-8 years
70188,15,18-20 years
70188,5,18-20 years
70188,16,18-20 years
70188,34,18-20 years
70188,30,18-20 years
70188,17,18-20 years
70188,22,18-20 years
70188,19,18-20 years
70188,4,18-20 years
84606,36,6-8 years
84606,8,6-8 years
84606,38,6-8 years
84606,5,6-8 years
84606,33,6-8 years
84606,26,6-8 years
84606,22,6-8 years
84606,19,6-8 years
29558,37,9-11 years
29558,15,9-11 years
29558,38,9-11 years
29558,5,9-11 years
29558,32,9-11 years
29558,28,9-11 years
29558,34,9-11 years
29558,30,9-11 years
29558,22,9-11 years
29558,19,9-11 years
29558,4,9-11 years
91843,0,15-17 years
91843,5,15-17 years
91843,30,15-17 years
91843,22,15-17 years
91843,19,15-17 years
98384,15,0-2 years
98384,31,0-2 years
98384,38,0-2 years
98384,5,0-2 years
98384,34,0-2 years
98384,22,0-2 years
98384,19,0-2 years
13165,10,6-8 years
13165,5,6-8 years
13165,17,6-8 years
13165,18,6-8 years
13165,22,6-8 years
13165,19,6-8 years
13165,4,6-8 years
87475,24,3-5 years
4390,15,3-5 years
4390,10,3-5 years
4390,34,3-5 years
4390,30,3-5 years
4390,22,3-5 years
4390,19,3-5 years
4390,4,3-5 years
4150,5,12-14 years
4150,34,12-14 years
4150,30,12-14 years
4150,22,12-14 years
4150,19,12-14 years
4150,4,12-14 years
78985,8,3-5 years
78985,12,3-5 years
78985,38,3-5 years
78985,30,3-5 years
78985,19,3-5 years
61581,38,3-5 years
61581,34,3-5 years
61581,26,3-5 years
61581,30,3-5 years
61581,22,3-5 years
61581,19,3-5 years
42883,0,15-17 years
42883,30,15-17 years
62152,15,3-5 years
62152,10,3-5 years
62152,38,3-5 years
62152,5,3-5 years
62152,30,3-5 years
62152,4,3-5 years
35047,31,6-8 years
35047,38,6-8 years
35047,5,6-8 years
35047,28,6-8 years
35047,34,6-8 years
35047,30,6-8 years
35047,18,6-8 years
35047,22,6-8 years
35047,19,6-8 years
35047,4,6-8 years
58660,15,12-14 years
58660,38,12-14 years
58660,5,12-14 years
58660,28,12-14 years
58660,30,12-14 years
58660,22,12-14 years
58660,19,12-14 years
58660,4,12-14 years
31921,24,6-8 years
5470,38,6-8 years
5470,5,6-8 years
5470,16,6-8 years
5470,26,6-8 years
89635,5,18-20 years
89635,28,18-20 years
89635,30,18-20 years
89635,22,18-20 years
89635,19,18-20 years
89635,4,18-20 years
36824,30,15-17 years
36824,2,15-17 years
36824,6,15-17 years
3953,5,24-26 years
3953,34,24-26 years
3953,23,24-26 years
3953,22,24-26 years
3953,19,24-26 years
3953,4,24-26 years
12191,24,9-11 years
12313,0,3-5 years
12313,5,3-5 years
12313,30,3-5 years
12313,22,3-5 years
12313,19,3-5 years
36845,0,3-5 years
36845,38,3-5 years
36845,30,3-5 years
31668,24,24-26 years
59416,5,12-14 years
59416,34,12-14 years
59416,33,12-14 years
59416,4,12-14 years
4140,15,21-23 years
4140,10,21-23 years
4140,0,21-23 years
4140,38,21-23 years
4140,9,21-23 years
4140,34,21-23 years
86203,15,0-2 years
86203,0,0-2 years
86203,38,0-2 years
86203,30,0-2 years
86203,22,0-2 years
86203,19,0-2 years
63236,16,3-5 years
63236,34,3-5 years
63236,17,3-5 years
25823,15,3-5 years
25823,10,3-5 years
25823,0,3-5 years
25823,38,3-5 years
25823,5,3-5 years
25823,16,3-5 years
25823,28,3-5 years
25823,33,3-5 years
25823,30,3-5 years
25823,17,3-5 years
25823,18,3-5 years
25823,22,3-5 years
25823,19,3-5 years
25823,4,3-5 years
56467,38,9-11 years
56467,5,9-11 years
56467,30,9-11 years
56467,29,9-11 years
56467,22,9-11 years
56467,19,9-11 years
24521,5,12-14 years
24521,13,12-14 years
24521,28,12-14 years
24521,30,12-14 years
24521,22,12-14 years
24521,19,12-14 years
24521,4,12-14 years
50782,36,15-17 years
50782,38,15-17 years
50782,5,15-17 years
50782,16,15-17 years
50782,33,15-17 years
50782,22,15-17 years
50782,19,15-17 years
50782,4,15-17 years
81459,24,6-8 years
67094,8,12-14 years
67094,5,12-14 years
67094,33,12-14 years
67094,22,12-14 years
67094,19,12-14 years
31565,15,3-5 years
31565,10,3-5 years
31565,0,3-5 years
31565,38,3-5 years
31565,34,3-5 years
31565,23,3-5 years
31565,30,3-5 years
31565,22,3-5 years
31565,4,3-5 years
11844,15,9-11 years
11844,38,9-11 years
11844,34,9-11 years
11844,30,9-11 years
11844,4,9-11 years
79674,38,6-8 years
79674,5,6-8 years
79674,30,6-8 years
79674,22,6-8 years
79674,19,6-8 years
79674,4,6-8 years
5541,24,6-8 years
96804,31,9-11 years
96804,38,9-11 years
96804,28,9-11 years
18873,10,3-5 years
18873,5,3-5 years
18873,28,3-5 years
18873,30,3-5 years
18873,22,3-5 years
18873,19,3-5 years
57440,24,
77524,0,6-8 years
77524,5,6-8 years
77524,30,6-8 years
77524,18,6-8 years
77524,22,6-8 years
77524,19,6-8 years
8706,22,0-2 years
8706,19,0-2 years
71210,5,9-11 years
71210,28,9-11 years
71210,33,9-11 years
71210,30,9-11 years
71210,18,9-11 years
71210,22,9-11 years
71210,19,9-11 years
52266,38,3-5 years
52266,5,3-5 years
52266,22,3-5 years
52266,19,3-5 years
52266,4,3-5 years
85335,37,18-20 years
85335,15,18-20 years
85335,10,18-20 years
85335,0,18-20 years
85335,27,18-20 years
85335,11,18-20 years
85335,20,18-20 years
85335,38,18-20 years
85335,5,18-20 years
85335,32,18-20 years
85335,9,18-20 years
85335,16,18-20 years
85335,28,18-20 years
85335,34,18-20 years
85335,33,18-20 years
85335,30,18-20 years
85335,18,18-20 years
85335,35,18-20 years
85335,21,18-20 years
85335,6,18-20 years
85335,22,18-20 years
85335,19,18-20 years
85335,4,18-20 years
64683,34,0-2 years
64683,23,0-2 years
36675,38,3-5 years
36675,5,3-5 years
36675,22,3-5 years
36675,19,3-5 years
36675,4,3-5 years
87937,15,3-5 years
87937,10,3-5 years
87937,0,3-5 years
87937,20,3-5 years
87937,38,3-5 years
87937,5,3-5 years
87937,32,3-5 years
87937,28,3-5 years
87937,34,3-5 years
87937,30,3-5 years
87937,18,3-5 years
87937,35,3-5 years
87937,21,3-5 years
87937,6,3-5 years
87937,14,3-5 years
87937,22,3-5 years
87937,19,3-5 years
38655,24,3-5 years
17260,31,6-8 years
17260,34,6-8 years
17260,3,6-8 years
17260,4,6-8 years
48556,38,3-5 years
48556,23,3-5 years
48556,30,3-5 years
48556,4,3-5 years
12514,13,30 or more years
12514,34,30 or more years
12514,26,30 or more years
5824,0,9-11 years
5824,36,9-11 years
5824,31,9-11 years
5824,12,9-11 years
5824,38,9-11 years
5824,5,9-11 years
5824,16,9-11 years
5824,34,9-11 years
5824,23,9-11 years
5824,33,9-11 years
5824,26,9-11 years
5824,30,9-11 years
5824,17,9-11 years
5824,29,9-11 years
5824,22,9-11 years
5824,19,9-11 years
5824,4,9-11 years
62439,10,6-8 years
62439,9,6-8 years
62439,16,6-8 years
62439,17,6-8 years
62439,4,6-8 years
38672,0,3-5 years
38672,38,3-5 years
38672,5,3-5 years
38672,28,3-5 years
38672,30,3-5 years
38672,22,3-5 years
38672,19,3-5 years
88759,10,0-2 years
88759,38,0-2 years
37921,38,30 or more years
37921,5,30 or more years
37921,16,30 or more years
37921,34,30 or more years
