respondent_id,language_worked_with_id,momento
54740,4,15-17 years
86764,38,3-5 years
64278,10,6-8 years
64278,38,6-8 years
64278,29,6-8 years
43828,15,30 or more years
43828,4,30 or more years
57700,5,9-11 years
57700,28,9-11 years
57700,34,9-11 years
57700,30,9-11 years
57700,22,9-11 years
57700,19,9-11 years
97651,5,3-5 years
97651,22,3-5 years
97651,19,3-5 years
49282,5,6-8 years
49282,34,6-8 years
49282,33,6-8 years
49282,22,6-8 years
56547,37,9-11 years
56547,15,9-11 years
56547,10,9-11 years
56547,31,9-11 years
56547,38,9-11 years
56547,34,9-11 years
93541,5,3-5 years
93541,16,3-5 years
93541,17,3-5 years
93541,22,3-5 years
93541,19,3-5 years
75161,5,6-8 years
75161,28,6-8 years
75161,34,6-8 years
75161,30,6-8 years
75161,18,6-8 years
75161,22,6-8 years
75161,19,6-8 years
47018,15,3-5 years
47018,10,3-5 years
47018,0,3-5 years
47018,38,3-5 years
47018,34,3-5 years
73872,38,0-2 years
73872,5,0-2 years
73872,29,0-2 years
73872,22,0-2 years
73872,19,0-2 years
73872,4,0-2 years
54510,5,9-11 years
54510,28,9-11 years
54510,30,9-11 years
54510,22,9-11 years
54510,19,9-11 years
48397,0,15-17 years
48397,31,15-17 years
48397,5,15-17 years
48397,28,15-17 years
48397,34,15-17 years
48397,33,15-17 years
48397,30,15-17 years
48397,22,15-17 years
48397,19,15-17 years
48397,4,15-17 years
59215,10,6-8 years
59215,5,6-8 years
59215,28,6-8 years
59215,34,6-8 years
59215,23,6-8 years
59215,30,6-8 years
59215,22,6-8 years
59215,19,6-8 years
59215,4,6-8 years
17446,10,3-5 years
17446,0,3-5 years
17446,11,3-5 years
17446,5,3-5 years
17446,22,3-5 years
17446,19,3-5 years
60720,38,3-5 years
21620,38,3-5 years
21620,5,3-5 years
21620,28,3-5 years
21620,30,3-5 years
21620,21,3-5 years
21620,22,3-5 years
21620,19,3-5 years
93054,37,9-11 years
93054,15,9-11 years
93054,10,9-11 years
93054,31,9-11 years
93054,38,9-11 years
93054,5,9-11 years
93054,9,9-11 years
93054,34,9-11 years
93054,23,9-11 years
93054,22,9-11 years
93054,4,9-11 years
70586,15,3-5 years
70586,38,3-5 years
70586,9,3-5 years
70586,28,3-5 years
70586,30,3-5 years
70586,22,3-5 years
70586,19,3-5 years
68329,10,9-11 years
68329,0,9-11 years
68329,5,9-11 years
68329,18,9-11 years
68329,22,9-11 years
68329,19,9-11 years
68329,4,9-11 years
62129,37,0-2 years
62129,15,0-2 years
62129,38,0-2 years
62129,28,0-2 years
62129,34,0-2 years
62129,30,0-2 years
62129,22,0-2 years
62129,19,0-2 years
21697,24,24-26 years
13299,38,3-5 years
13299,5,3-5 years
13299,28,3-5 years
13299,30,3-5 years
13299,22,3-5 years
13299,19,3-5 years
60154,34,9-11 years
60154,30,9-11 years
60154,18,9-11 years
60154,22,9-11 years
60154,19,9-11 years
60154,4,9-11 years
4408,0,27-29 years
4408,5,27-29 years
4408,34,27-29 years
4408,30,27-29 years
4408,18,27-29 years
4408,2,27-29 years
4408,35,27-29 years
4408,22,27-29 years
4408,19,27-29 years
4408,4,27-29 years
92091,15,0-2 years
92091,10,0-2 years
92091,28,0-2 years
92091,34,0-2 years
92091,30,0-2 years
92091,22,0-2 years
92091,19,0-2 years
61962,0,21-23 years
61962,5,21-23 years
61962,33,21-23 years
61962,30,21-23 years
56822,36,3-5 years
56822,5,3-5 years
56822,33,3-5 years
56822,18,3-5 years
56822,22,3-5 years
56822,19,3-5 years
55491,31,3-5 years
55491,38,3-5 years
55491,5,3-5 years
55491,34,3-5 years
55491,26,3-5 years
55491,4,3-5 years
88567,10,6-8 years
88567,5,6-8 years
88567,7,6-8 years
88567,34,6-8 years
88567,30,6-8 years
88567,18,6-8 years
25449,38,3-5 years
25449,30,3-5 years
28887,10,0-2 years
28887,38,0-2 years
28887,5,0-2 years
28887,34,0-2 years
28887,22,0-2 years
28887,19,0-2 years
28887,4,0-2 years
72811,24,
86240,34,3-5 years
86240,23,3-5 years
86240,30,3-5 years
86240,2,3-5 years
73181,10,9-11 years
73181,38,9-11 years
73181,5,9-11 years
34534,10,21-23 years
34534,38,21-23 years
34534,5,21-23 years
34534,22,21-23 years
34534,19,21-23 years
34534,4,21-23 years
35150,12,15-17 years
35150,38,15-17 years
35150,5,15-17 years
35150,28,15-17 years
35150,34,15-17 years
35150,30,15-17 years
35150,18,15-17 years
35150,29,15-17 years
35150,22,15-17 years
35150,19,15-17 years
35150,4,15-17 years
2561,15,30 or more years
2561,10,30 or more years
2561,0,30 or more years
2561,5,30 or more years
2561,30,30 or more years
2561,22,30 or more years
2561,19,30 or more years
7532,15,0-2 years
7532,10,0-2 years
7532,38,0-2 years
7532,9,0-2 years
7532,34,0-2 years
7532,4,0-2 years
80250,0,6-8 years
80250,30,6-8 years
33529,5,9-11 years
33529,28,9-11 years
33529,3,9-11 years
33529,30,9-11 years
94887,5,21-23 years
94887,7,21-23 years
94887,34,21-23 years
94887,30,21-23 years
94887,22,21-23 years
94887,19,21-23 years
94887,4,21-23 years
66837,15,3-5 years
66837,38,3-5 years
66837,16,3-5 years
17374,24,3-5 years
93681,38,18-20 years
93681,5,18-20 years
93681,32,18-20 years
93681,28,18-20 years
93681,18,18-20 years
93681,22,18-20 years
93681,19,18-20 years
53540,24,
20406,36,6-8 years
20406,5,6-8 years
20406,34,6-8 years
20406,4,6-8 years
55192,15,3-5 years
55192,10,3-5 years
55192,0,3-5 years
55192,38,3-5 years
55192,34,3-5 years
55192,2,3-5 years
55192,35,3-5 years
55192,29,3-5 years
55192,22,3-5 years
55192,19,3-5 years
55192,4,3-5 years
27833,0,6-8 years
27833,5,6-8 years
27833,28,6-8 years
27833,30,6-8 years
27833,22,6-8 years
27833,19,6-8 years
71449,5,0-2 years
71449,22,0-2 years
71449,19,0-2 years
71449,4,0-2 years
7305,15,12-14 years
7305,38,12-14 years
7305,5,12-14 years
7305,4,12-14 years
90794,0,6-8 years
90794,5,6-8 years
90794,28,6-8 years
90794,30,6-8 years
90794,18,6-8 years
90794,22,6-8 years
90794,19,6-8 years
83056,0,12-14 years
83056,5,12-14 years
83056,28,12-14 years
83056,30,12-14 years
83056,17,12-14 years
83056,18,12-14 years
83056,22,12-14 years
83056,19,12-14 years
41077,15,15-17 years
41077,10,15-17 years
41077,0,15-17 years
41077,30,15-17 years
41077,2,15-17 years
43751,0,3-5 years
50571,24,0-2 years
257,37,9-11 years
257,15,9-11 years
257,10,9-11 years
257,0,9-11 years
257,5,9-11 years
257,3,9-11 years
257,30,9-11 years
257,22,9-11 years
257,19,9-11 years
84364,5,9-11 years
84364,34,9-11 years
84364,22,9-11 years
84364,19,9-11 years
16687,10,6-8 years
16687,38,6-8 years
16687,30,6-8 years
16687,29,6-8 years
11982,5,3-5 years
11982,28,3-5 years
11982,30,3-5 years
11982,22,3-5 years
11982,19,3-5 years
32424,10,3-5 years
32424,38,3-5 years
32424,5,3-5 years
32424,22,3-5 years
32424,19,3-5 years
77936,24,9-11 years
24225,5,27-29 years
24225,18,27-29 years
24225,22,27-29 years
24225,19,27-29 years
24225,4,27-29 years
81498,38,6-8 years
81498,5,6-8 years
81498,16,6-8 years
81498,18,6-8 years
81498,22,6-8 years
81498,19,6-8 years
48657,38,24-26 years
48657,34,24-26 years
41175,24,0-2 years
1628,37,9-11 years
1628,15,9-11 years
1628,10,9-11 years
1628,38,9-11 years
1628,5,9-11 years
1628,28,9-11 years
1628,34,9-11 years
1628,30,9-11 years
1628,18,9-11 years
1628,22,9-11 years
1628,19,9-11 years
1628,4,9-11 years
70433,31,6-8 years
70433,1,6-8 years
70433,5,6-8 years
70433,28,6-8 years
70433,33,6-8 years
70433,22,6-8 years
70433,19,6-8 years
70433,4,6-8 years
72733,10,12-14 years
72733,5,12-14 years
72733,30,12-14 years
72733,18,12-14 years
72733,22,12-14 years
72733,19,12-14 years
72733,4,12-14 years
1964,24,6-8 years
27994,10,12-14 years
27994,0,12-14 years
79476,38,6-8 years
79476,5,6-8 years
79476,28,6-8 years
79476,34,6-8 years
79476,33,6-8 years
79476,30,6-8 years
79476,22,6-8 years
79476,19,6-8 years
79476,4,6-8 years
44520,10,6-8 years
44520,0,6-8 years
44520,30,6-8 years
44520,35,6-8 years
99411,37,18-20 years
99411,15,18-20 years
99411,10,18-20 years
99411,0,18-20 years
99411,31,18-20 years
99411,38,18-20 years
99411,5,18-20 years
99411,16,18-20 years
99411,28,18-20 years
99411,30,18-20 years
99411,17,18-20 years
99411,22,18-20 years
99411,19,18-20 years
99411,4,18-20 years
60661,7,21-23 years
60661,34,21-23 years
60661,30,21-23 years
60661,4,21-23 years
21051,23,3-5 years
42900,15,6-8 years
42900,10,6-8 years
42900,38,6-8 years
52300,5,9-11 years
52300,28,9-11 years
52300,30,9-11 years
52300,18,9-11 years
52300,22,9-11 years
52300,19,9-11 years
80594,37,12-14 years
80594,15,12-14 years
80594,10,12-14 years
80594,34,12-14 years
80594,4,12-14 years
100519,24,9-11 years
6946,24,9-11 years
9816,37,6-8 years
9816,15,6-8 years
9816,10,6-8 years
9816,0,6-8 years
9816,38,6-8 years
9816,5,6-8 years
9816,32,6-8 years
9816,16,6-8 years
9816,28,6-8 years
9816,34,6-8 years
9816,33,6-8 years
9816,30,6-8 years
9816,35,6-8 years
9816,21,6-8 years
9816,22,6-8 years
9816,19,6-8 years
9816,4,6-8 years
93266,15,30 or more years
93266,0,30 or more years
93266,30,30 or more years
93266,22,30 or more years
93266,19,30 or more years
85103,10,9-11 years
85103,31,9-11 years
85103,38,9-11 years
85103,5,9-11 years
85103,30,9-11 years
85103,18,9-11 years
85103,22,9-11 years
85103,19,9-11 years
66331,0,21-23 years
66331,5,21-23 years
66331,32,21-23 years
66331,28,21-23 years
66331,22,21-23 years
66331,19,21-23 years
8972,16,6-8 years
8972,17,6-8 years
37450,15,12-14 years
37450,38,12-14 years
37450,5,12-14 years
37450,16,12-14 years
37450,28,12-14 years
37450,34,12-14 years
37450,30,12-14 years
37450,22,12-14 years
37450,19,12-14 years
37450,4,12-14 years
9341,15,3-5 years
9341,10,3-5 years
9341,38,3-5 years
9341,5,3-5 years
9341,30,3-5 years
9341,22,3-5 years
9341,19,3-5 years
82509,24,6-8 years
45875,24,
50334,5,3-5 years
50334,28,3-5 years
50334,18,3-5 years
50334,22,3-5 years
50334,19,3-5 years
64351,24,6-8 years
23660,37,3-5 years
23660,38,3-5 years
23660,29,3-5 years
53170,15,24-26 years
53170,10,24-26 years
53170,0,24-26 years
53170,5,24-26 years
53170,9,24-26 years
53170,16,24-26 years
53170,34,24-26 years
53170,30,24-26 years
53170,17,24-26 years
53170,2,24-26 years
53170,22,24-26 years
53170,19,24-26 years
53170,4,24-26 years
78839,10,3-5 years
78839,0,3-5 years
78839,38,3-5 years
78839,5,3-5 years
78839,34,3-5 years
78839,4,3-5 years
5234,34,9-11 years
5234,23,9-11 years
5234,22,9-11 years
5234,19,9-11 years
5234,4,9-11 years
42161,0,9-11 years
42161,5,9-11 years
42161,28,9-11 years
42161,18,9-11 years
42161,22,9-11 years
42161,19,9-11 years
42161,4,9-11 years
29128,15,6-8 years
29128,10,6-8 years
29128,0,6-8 years
29128,9,6-8 years
29128,34,6-8 years
29128,30,6-8 years
29128,4,6-8 years
82208,5,9-11 years
82208,28,9-11 years
82208,30,9-11 years
82208,22,9-11 years
82208,19,9-11 years
4403,15,3-5 years
4403,31,3-5 years
4403,38,3-5 years
4403,5,3-5 years
4403,33,3-5 years
4403,18,3-5 years
4403,4,3-5 years
58932,24,12-14 years
66725,5,0-2 years
66725,22,0-2 years
87461,10,12-14 years
87461,0,12-14 years
87461,5,12-14 years
87461,30,12-14 years
11454,0,15-17 years
11454,5,15-17 years
11454,30,15-17 years
11454,35,15-17 years
11454,22,15-17 years
11454,19,15-17 years
53243,31,21-23 years
53243,34,21-23 years
53243,22,21-23 years
53243,19,21-23 years
30886,0,3-5 years
30886,36,3-5 years
30886,34,3-5 years
30886,30,3-5 years
30886,22,3-5 years
30886,19,3-5 years
20471,0,6-8 years
20471,5,6-8 years
20471,28,6-8 years
20471,30,6-8 years
20471,18,6-8 years
20471,22,6-8 years
20471,19,6-8 years
60037,38,12-14 years
60037,34,12-14 years
60037,30,12-14 years
60037,22,12-14 years
60037,19,12-14 years
60037,4,12-14 years
20293,37,30 or more years
20293,15,30 or more years
80792,24,3-5 years
639,24,9-11 years
86441,0,12-14 years
86441,5,12-14 years
86441,34,12-14 years
86441,22,12-14 years
86441,19,12-14 years
80785,0,12-14 years
80785,5,12-14 years
80785,28,12-14 years
80785,30,12-14 years
80785,22,12-14 years
80785,19,12-14 years
28960,0,15-17 years
28960,16,15-17 years
28960,30,15-17 years
28960,17,15-17 years
90526,0,12-14 years
90526,18,12-14 years
90526,22,12-14 years
90526,19,12-14 years
75662,0,15-17 years
75662,38,15-17 years
75662,5,15-17 years
75662,30,15-17 years
75662,18,15-17 years
75662,35,15-17 years
75662,22,15-17 years
75662,19,15-17 years
49583,31,9-11 years
49583,38,9-11 years
49583,5,9-11 years
49583,34,9-11 years
49583,26,9-11 years
49583,22,9-11 years
49583,19,9-11 years
49583,4,9-11 years
33389,0,6-8 years
33389,5,6-8 years
33389,17,6-8 years
33389,22,6-8 years
33389,19,6-8 years
76811,15,6-8 years
76811,27,6-8 years
76811,31,6-8 years
76811,38,6-8 years
73336,15,3-5 years
73336,10,3-5 years
73336,34,3-5 years
18953,38,3-5 years
18953,5,3-5 years
18953,34,3-5 years
18953,22,3-5 years
18953,19,3-5 years
8734,5,9-11 years
8734,28,9-11 years
8734,22,9-11 years
8734,19,9-11 years
8734,4,9-11 years
85218,5,3-5 years
85218,17,3-5 years
35710,24,6-8 years
53716,31,9-11 years
53716,12,9-11 years
53716,38,9-11 years
53716,32,9-11 years
53716,9,9-11 years
53716,34,9-11 years
53716,23,9-11 years
53716,30,9-11 years
53716,22,9-11 years
53716,19,9-11 years
53716,4,9-11 years
28531,15,3-5 years
28531,10,3-5 years
28531,0,3-5 years
28531,38,3-5 years
28531,5,3-5 years
28531,28,3-5 years
28531,34,3-5 years
28531,30,3-5 years
28531,22,3-5 years
28531,19,3-5 years
49272,5,9-11 years
49272,34,9-11 years
49272,30,9-11 years
49272,22,9-11 years
49272,4,9-11 years
58267,24,0-2 years
95039,5,6-8 years
95039,34,6-8 years
95039,30,6-8 years
95039,22,6-8 years
95039,19,6-8 years
95039,4,6-8 years
4215,37,9-11 years
4215,15,9-11 years
4215,10,9-11 years
4215,0,9-11 years
4215,38,9-11 years
4215,5,9-11 years
4215,9,9-11 years
4215,28,9-11 years
4215,34,9-11 years
4215,30,9-11 years
4215,35,9-11 years
4215,22,9-11 years
4215,19,9-11 years
4215,4,9-11 years
60355,28,9-11 years
60355,30,9-11 years
60355,35,9-11 years
76430,10,6-8 years
76430,0,6-8 years
76430,38,6-8 years
76430,34,6-8 years
76430,22,6-8 years
76430,19,6-8 years
58298,38,18-20 years
58298,5,18-20 years
58298,9,18-20 years
58298,7,18-20 years
58298,23,18-20 years
58298,30,18-20 years
58298,22,18-20 years
58298,19,18-20 years
9526,24,3-5 years
101551,15,0-2 years
101551,10,0-2 years
101551,0,0-2 years
101551,38,0-2 years
101551,5,0-2 years
101551,9,0-2 years
101551,7,0-2 years
101551,28,0-2 years
101551,34,0-2 years
101551,33,0-2 years
101551,30,0-2 years
101551,22,0-2 years
101551,19,0-2 years
52549,10,18-20 years
52549,0,18-20 years
52549,38,18-20 years
52549,34,18-20 years
52549,30,18-20 years
52549,22,18-20 years
52549,4,18-20 years
51563,0,3-5 years
51563,38,3-5 years
51563,5,3-5 years
51563,34,3-5 years
51563,30,3-5 years
51563,22,3-5 years
51563,19,3-5 years
93427,0,6-8 years
93427,5,6-8 years
93427,33,6-8 years
93427,30,6-8 years
93427,18,6-8 years
93427,21,6-8 years
93427,6,6-8 years
93427,4,6-8 years
14176,24,
74328,0,3-5 years
74328,36,3-5 years
74328,5,3-5 years
74328,28,3-5 years
74328,30,3-5 years
74328,22,3-5 years
74328,19,3-5 years
74328,4,3-5 years
72605,15,15-17 years
72605,0,15-17 years
72605,38,15-17 years
72605,5,15-17 years
72605,9,15-17 years
72605,7,15-17 years
72605,28,15-17 years
72605,34,15-17 years
72605,30,15-17 years
72605,2,15-17 years
72605,35,15-17 years
72605,21,15-17 years
72605,22,15-17 years
72605,19,15-17 years
72605,4,15-17 years
75199,5,18-20 years
75199,34,18-20 years
75199,30,18-20 years
75199,22,18-20 years
75199,19,18-20 years
75199,4,18-20 years
98645,15,15-17 years
98645,10,15-17 years
98645,38,15-17 years
98645,30,15-17 years
98645,4,15-17 years
86787,38,0-2 years
86787,5,0-2 years
86787,30,0-2 years
85234,0,12-14 years
85234,38,12-14 years
85234,5,12-14 years
85234,32,12-14 years
85234,28,12-14 years
85234,30,12-14 years
85234,22,12-14 years
85234,19,12-14 years
4088,10,3-5 years
4088,34,3-5 years
4088,22,3-5 years
4088,19,3-5 years
9231,24,
67470,38,21-23 years
67470,5,21-23 years
67470,28,21-23 years
67470,30,21-23 years
67470,2,21-23 years
67470,35,21-23 years
67470,21,21-23 years
67470,22,21-23 years
67470,19,21-23 years
71140,38,6-8 years
71140,5,6-8 years
71140,26,6-8 years
71140,2,6-8 years
71140,29,6-8 years
71140,22,6-8 years
71140,19,6-8 years
77321,0,12-14 years
77321,5,12-14 years
77321,30,12-14 years
77321,18,12-14 years
77321,22,12-14 years
77321,19,12-14 years
77321,4,12-14 years
18750,36,15-17 years
18750,5,15-17 years
18750,33,15-17 years
18750,30,15-17 years
18750,22,15-17 years
18750,19,15-17 years
18750,4,15-17 years
75240,24,0-2 years
16654,38,9-11 years
16654,5,9-11 years
16654,30,9-11 years
16654,29,9-11 years
2645,38,3-5 years
58192,15,30 or more years
58192,31,30 or more years
58192,34,30 or more years
58192,17,30 or more years
88305,37,15-17 years
88305,20,15-17 years
88305,38,15-17 years
88305,5,15-17 years
88305,28,15-17 years
88305,34,15-17 years
88305,30,15-17 years
88305,4,15-17 years
45428,38,3-5 years
45428,5,3-5 years
47147,5,6-8 years
47147,28,6-8 years
47147,30,6-8 years
47147,6,6-8 years
47147,22,6-8 years
47147,19,6-8 years
24679,15,0-2 years
24679,10,0-2 years
24679,38,0-2 years
24679,5,0-2 years
24679,28,0-2 years
24679,34,0-2 years
24679,30,0-2 years
24679,22,0-2 years
24679,19,0-2 years
46923,12,9-11 years
46923,38,9-11 years
46923,5,9-11 years
46923,34,9-11 years
46923,30,9-11 years
46923,22,9-11 years
46923,19,9-11 years
46923,4,9-11 years
15060,38,30 or more years
101524,0,12-14 years
101524,31,12-14 years
101524,5,12-14 years
101524,34,12-14 years
101524,30,12-14 years
101524,18,12-14 years
101524,4,12-14 years
96794,5,3-5 years
96794,22,3-5 years
96794,19,3-5 years
96794,4,3-5 years
88053,36,6-8 years
88053,5,6-8 years
88053,28,6-8 years
88053,30,6-8 years
88053,2,6-8 years
88053,21,6-8 years
88053,22,6-8 years
88053,19,6-8 years
88053,4,6-8 years
6806,10,18-20 years
6806,0,18-20 years
6806,38,18-20 years
6806,5,18-20 years
6806,28,18-20 years
6806,30,18-20 years
6806,2,18-20 years
6806,22,18-20 years
6806,19,18-20 years
9313,15,15-17 years
9313,10,15-17 years
9313,0,15-17 years
9313,38,15-17 years
9313,5,15-17 years
9313,28,15-17 years
9313,30,15-17 years
9313,2,15-17 years
9313,21,15-17 years
9313,22,15-17 years
9313,19,15-17 years
41641,0,6-8 years
41641,5,6-8 years
41641,18,6-8 years
41641,22,6-8 years
41641,19,6-8 years
22601,15,12-14 years
22601,10,12-14 years
22601,34,12-14 years
22601,4,12-14 years
72048,5,6-8 years
72048,28,6-8 years
72048,30,6-8 years
72048,22,6-8 years
72048,19,6-8 years
21665,10,3-5 years
21665,38,3-5 years
21665,34,3-5 years
21665,2,3-5 years
21665,21,3-5 years
16349,31,6-8 years
16349,12,6-8 years
16349,38,6-8 years
16349,5,6-8 years
16349,28,6-8 years
16349,34,6-8 years
16349,30,6-8 years
16349,18,6-8 years
16349,29,6-8 years
16349,22,6-8 years
16349,19,6-8 years
16349,4,6-8 years
66243,5,3-5 years
66243,28,3-5 years
66243,30,3-5 years
66243,22,3-5 years
66243,19,3-5 years
66243,4,3-5 years
34330,36,12-14 years
34330,38,12-14 years
34330,5,12-14 years
34330,34,12-14 years
34330,33,12-14 years
34330,30,12-14 years
34330,22,12-14 years
34330,19,12-14 years
34330,4,12-14 years
14394,5,9-11 years
14394,30,9-11 years
14394,22,9-11 years
14394,19,9-11 years
14394,4,9-11 years
46794,31,3-5 years
46794,38,3-5 years
46794,5,3-5 years
46794,28,3-5 years
46794,30,3-5 years
46794,22,3-5 years
46794,19,3-5 years
9410,38,21-23 years
9410,5,21-23 years
9410,28,21-23 years
9410,30,21-23 years
9410,22,21-23 years
9410,19,21-23 years
9410,4,21-23 years
91559,10,15-17 years
91559,0,15-17 years
91559,38,15-17 years
91559,5,15-17 years
91559,28,15-17 years
91559,34,15-17 years
91559,30,15-17 years
91559,17,15-17 years
91559,22,15-17 years
91559,19,15-17 years
72714,0,3-5 years
72714,11,3-5 years
72714,38,3-5 years
72714,5,3-5 years
72714,28,3-5 years
72714,34,3-5 years
72714,30,3-5 years
72714,22,3-5 years
72714,19,3-5 years
72714,4,3-5 years
6266,5,21-23 years
6266,34,21-23 years
6266,22,21-23 years
6266,19,21-23 years
52531,37,3-5 years
52531,15,3-5 years
52531,10,3-5 years
52531,16,3-5 years
52531,34,3-5 years
52531,22,3-5 years
52531,19,3-5 years
80859,15,6-8 years
80859,10,6-8 years
80859,0,6-8 years
80859,5,6-8 years
80859,16,6-8 years
80859,28,6-8 years
80859,34,6-8 years
80859,30,6-8 years
80859,21,6-8 years
80859,22,6-8 years
80859,19,6-8 years
80859,4,6-8 years
48418,37,15-17 years
48418,15,15-17 years
48418,10,15-17 years
48418,4,15-17 years
80281,0,9-11 years
80281,38,9-11 years
80281,5,9-11 years
80281,33,9-11 years
80281,18,9-11 years
80281,22,9-11 years
80281,19,9-11 years
79355,31,6-8 years
79355,34,6-8 years
79355,4,6-8 years
99425,0,27-29 years
99425,36,27-29 years
99425,27,27-29 years
99425,31,27-29 years
99425,5,27-29 years
99425,16,27-29 years
99425,28,27-29 years
99425,34,27-29 years
99425,23,27-29 years
99425,30,27-29 years
99425,18,27-29 years
99425,22,27-29 years
99425,19,27-29 years
99425,4,27-29 years
86987,5,3-5 years
86987,2,3-5 years
86987,22,3-5 years
86987,19,3-5 years
53249,38,21-23 years
53249,5,21-23 years
53249,30,21-23 years
53249,22,21-23 years
53249,4,21-23 years
32172,24,
70789,5,6-8 years
70789,18,6-8 years
70789,22,6-8 years
70789,19,6-8 years
7265,15,9-11 years
7265,0,9-11 years
7265,9,9-11 years
7265,34,9-11 years
7273,15,0-2 years
7273,10,0-2 years
7273,38,0-2 years
7273,34,0-2 years
26014,10,6-8 years
26014,38,6-8 years
26014,5,6-8 years
26014,28,6-8 years
26014,34,6-8 years
89025,38,3-5 years
89025,5,3-5 years
89025,34,3-5 years
89025,23,3-5 years
89025,30,3-5 years
89025,22,3-5 years
89025,19,3-5 years
55090,37,9-11 years
55090,15,9-11 years
55090,10,9-11 years
55090,0,9-11 years
55090,38,9-11 years
55090,5,9-11 years
55090,30,9-11 years
55090,18,9-11 years
55090,35,9-11 years
55090,21,9-11 years
55090,22,9-11 years
55090,19,9-11 years
55090,4,9-11 years
86278,24,3-5 years
83152,0,12-14 years
83152,27,12-14 years
83152,38,12-14 years
83152,30,12-14 years
83152,22,12-14 years
83152,19,12-14 years
74346,24,0-2 years
37013,24,
12419,0,18-20 years
12419,38,18-20 years
12419,5,18-20 years
12419,30,18-20 years
12419,22,18-20 years
12419,19,18-20 years
27553,15,18-20 years
27553,31,18-20 years
27553,28,18-20 years
27553,34,18-20 years
27553,33,18-20 years
27553,30,18-20 years
27553,22,18-20 years
27553,4,18-20 years
7318,0,12-14 years
7318,30,12-14 years
90679,37,15-17 years
90679,15,15-17 years
90679,10,15-17 years
90679,31,15-17 years
90679,5,15-17 years
90679,3,15-17 years
90679,17,15-17 years
90679,22,15-17 years
90679,19,15-17 years
90679,4,15-17 years
44174,10,3-5 years
44174,34,3-5 years
44174,30,3-5 years
44174,17,3-5 years
44174,4,3-5 years
37271,38,6-8 years
37271,5,6-8 years
37271,30,6-8 years
37271,18,6-8 years
37271,22,6-8 years
37271,19,6-8 years
37271,4,6-8 years
101343,37,9-11 years
101343,15,9-11 years
101343,10,9-11 years
101343,0,9-11 years
101343,8,9-11 years
101343,38,9-11 years
101343,9,9-11 years
101343,30,9-11 years
101343,35,9-11 years
101343,22,9-11 years
101343,19,9-11 years
18709,16,3-5 years
18709,33,3-5 years
18709,17,3-5 years
67210,0,24-26 years
67210,5,24-26 years
67210,28,24-26 years
67210,34,24-26 years
67210,30,24-26 years
67210,22,24-26 years
67210,19,24-26 years
67210,4,24-26 years
66833,0,27-29 years
66833,12,27-29 years
66833,38,27-29 years
66833,5,27-29 years
66833,7,27-29 years
66833,30,27-29 years
66833,35,27-29 years
66833,29,27-29 years
66833,22,27-29 years
66833,19,27-29 years
66833,4,27-29 years
1027,38,3-5 years
1027,5,3-5 years
1027,18,3-5 years
1027,22,3-5 years
1027,19,3-5 years
95860,38,0-2 years
95860,5,0-2 years
95860,30,0-2 years
95860,22,0-2 years
95860,19,0-2 years
38574,24,6-8 years
88381,0,3-5 years
88381,5,3-5 years
88381,30,3-5 years
88381,22,3-5 years
82700,10,18-20 years
82700,5,18-20 years
82700,6,18-20 years
30365,10,0-2 years
30365,38,0-2 years
30365,16,0-2 years
30365,30,0-2 years
30365,22,0-2 years
30365,19,0-2 years
18128,0,6-8 years
18128,38,6-8 years
29135,5,9-11 years
15923,15,21-23 years
15923,10,21-23 years
15923,0,21-23 years
15923,38,21-23 years
15923,5,21-23 years
15923,7,21-23 years
15923,28,21-23 years
15923,34,21-23 years
15923,30,21-23 years
15923,21,21-23 years
15923,22,21-23 years
15923,19,21-23 years
15923,4,21-23 years
34282,5,12-14 years
34282,28,12-14 years
34282,22,12-14 years
34282,19,12-14 years
34282,4,12-14 years
85781,5,9-11 years
85781,28,9-11 years
85781,30,9-11 years
85781,22,9-11 years
85781,19,9-11 years
85781,4,9-11 years
28561,10,0-2 years
28561,38,0-2 years
28561,5,0-2 years
28561,34,0-2 years
28561,30,0-2 years
28561,22,0-2 years
28561,19,0-2 years
56940,5,3-5 years
56940,33,3-5 years
56940,22,3-5 years
56940,19,3-5 years
56940,4,3-5 years
24735,12,9-11 years
24735,38,9-11 years
24735,34,9-11 years
24735,4,9-11 years
56014,15,9-11 years
56014,10,9-11 years
56014,38,9-11 years
36344,5,12-14 years
36344,28,12-14 years
36344,30,12-14 years
36344,22,12-14 years
36344,19,12-14 years
74690,36,3-5 years
74690,38,3-5 years
74690,5,3-5 years
74690,16,3-5 years
74690,23,3-5 years
74690,30,3-5 years
74690,17,3-5 years
74690,18,3-5 years
74690,22,3-5 years
74690,19,3-5 years
74690,4,3-5 years
47624,15,0-2 years
47624,38,0-2 years
47624,5,0-2 years
47624,22,0-2 years
47624,19,0-2 years
35273,15,0-2 years
35273,38,0-2 years
35273,5,0-2 years
35273,28,0-2 years
35273,34,0-2 years
35273,33,0-2 years
35273,22,0-2 years
35273,19,0-2 years
35273,4,0-2 years
90234,38,0-2 years
90234,5,0-2 years
90234,23,0-2 years
90234,30,0-2 years
90234,18,0-2 years
90234,22,0-2 years
90234,19,0-2 years
90234,4,0-2 years
25728,37,18-20 years
25728,10,18-20 years
25728,0,18-20 years
25728,5,18-20 years
25728,32,18-20 years
25728,28,18-20 years
25728,34,18-20 years
25728,30,18-20 years
